"alpha3","country","date","cases","new_cases","deaths","population","casesPer100k","deathsPer100k","Income group","Continent","Region"
"HND","Honduras",2020-06-06,6155,184,250,9905000,62.1,2.5,"Lower middle income","North America","Central America"
"HKG","Hong Kong",2020-06-06,1105,3,4,7497000,14.7,0.1,"High income","Asia","Eastern Asia"
"HUN","Hungary",2020-06-06,3990,20,545,9660000,41.3,5.6,"High income","Europe","Eastern Europe"
"ISL","Iceland",2020-06-06,1806,0,10,341000,529.6,2.9,"High income","Europe","Northern Europe"
"IND","India",2020-06-06,246622,10438,6946,1380004000,17.9,0.5,"Lower middle income","Asia","Southern Asia"
"IDN","Indonesia",2020-06-06,30514,993,1801,273524000,11.2,0.7,"Lower middle income","Asia","South-eastern Asia"
"IRN","Iran (Islamic Republic of)",2020-06-06,169425,2269,8209,83993000,201.7,9.8,"Upper middle income","Asia","Southern Asia"
"IRQ","Iraq",2020-06-06,11098,1252,318,40223000,27.6,0.8,"Upper middle income","Asia","Western Asia"
"IRL","Ireland",2020-06-06,25183,20,1678,4938000,510,34,"High income","Europe","Northern Europe"
"ISR","Israel",2020-06-06,17752,190,295,8656000,205.1,3.4,"High income","Asia","Western Asia"
"ITA","Italy",2020-06-06,234801,270,33846,60462000,388.3,56,"High income","Europe","Southern Europe"
"JAM","Jamaica",2020-06-06,596,1,10,2961000,20.1,0.3,"Upper middle income","North America","Caribbean"
"JPN","Japan",2020-06-06,17000,42,915,126476000,13.4,0.7,"High income","Asia","Eastern Asia"
"JOR","Jordan",2020-06-06,795,11,9,10203000,7.8,0.1,"Upper middle income","Asia","Western Asia"
"KAZ","Kazakhstan",2020-06-06,12511,199,53,18777000,66.6,0.3,"Upper middle income","Asia","Central Asia"
"KEN","Kenya",2020-06-06,2600,126,83,53771000,4.8,0.2,"Lower middle income","Africa","Eastern Africa"
"XKX","Kosovo",2020-06-06,1142,0,30,1800000,63.4,1.7,"Upper middle income","Europe","Southern Europe"
"KWT","Kuwait",2020-06-06,31131,487,254,4271000,728.9,5.9,"High income","Asia","Western Asia"
"KGZ","Kyrgyzstan",2020-06-06,1974,38,22,6524000,30.3,0.3,"Lower middle income","Asia","Central Asia"
"LAO","Lao People's Democratic Republic",2020-06-06,19,0,0,7276000,0.3,0,"Lower middle income","Asia","South-eastern Asia"
"LVA","Latvia",2020-06-06,1086,1,25,1886000,57.6,1.3,"High income","Europe","Northern Europe"
"LBN","Lebanon",2020-06-06,1320,8,29,6825000,19.3,0.4,"Upper middle income","Asia","Western Asia"
"LSO","Lesotho",2020-06-06,4,0,0,2142000,0.2,0,"Lower middle income","Africa","Southern Africa"
"LBR","Liberia",2020-06-06,345,11,30,5058000,6.8,0.6,"Low income","Africa","Western Africa"
"LBY","Libya",2020-06-06,256,17,5,6871000,3.7,0.1,"Upper middle income","Africa","Northern Africa"
"LIE","Liechtenstein",2020-06-06,82,0,1,38000,215.8,2.6,"High income","Europe","Western Europe"
"LTU","Lithuania",2020-06-06,1705,11,71,2722000,62.6,2.6,"High income","Europe","Northern Europe"
"LUX","Luxembourg",2020-06-06,4035,3,110,626000,644.6,17.6,"High income","Europe","Western Europe"
"MAC","Macao",2020-06-06,45,0,0,649000,6.9,0,"High income","Asia","Eastern Asia"
"MDG","Madagascar",2020-06-06,1026,51,8,27691000,3.7,0,"Low income","Africa","Eastern Africa"
"CHN","Mainland China",2020-06-06,83036,6,4634,1439324000,5.8,0.3,"Upper middle income","Asia","Eastern Asia"
"MWI","Malawi",2020-06-06,409,0,4,19130000,2.1,0,"Low income","Africa","Eastern Africa"
"MYS","Malaysia",2020-06-06,8303,37,117,32366000,25.7,0.4,"Upper middle income","Asia","South-eastern Asia"
"MDV","Maldives",2020-06-06,1901,18,8,541000,351.4,1.5,"Upper middle income","Asia","Southern Asia"
"MLI","Mali",2020-06-06,1523,38,90,20251000,7.5,0.4,"Low income","Africa","Western Africa"
"MLT","Malta",2020-06-06,627,2,9,442000,141.9,2,"High income","Europe","Southern Europe"
"MRT","Mauritania",2020-06-06,947,64,49,4650000,20.4,1.1,"Lower middle income","Africa","Western Africa"
"MUS","Mauritius",2020-06-06,337,0,10,1272000,26.5,0.8,"Upper middle income","Africa","Eastern Africa"
"MEX","Mexico",2020-06-06,113619,3593,13511,128933000,88.1,10.5,"Upper middle income","North America","Central America"
"MCO","Monaco",2020-06-06,99,0,4,39000,253.8,10.3,"High income","Europe","Western Europe"
"MNG","Mongolia",2020-06-06,193,2,0,3278000,5.9,0,"Lower middle income","Asia","Eastern Asia"
"MNE","Montenegro",2020-06-06,324,0,9,628000,51.6,1.4,"Upper middle income","Europe","Southern Europe"
"MAR","Morocco",2020-06-06,8151,80,208,36911000,22.1,0.6,"Lower middle income","Africa","Northern Africa"
"MOZ","Mozambique",2020-06-06,409,55,2,31255000,1.3,0,"Low income","Africa","Eastern Africa"
NA,"MS Zaandam",2020-06-06,9,0,2,NA,NA,NA,NA,NA,NA
"MMR","Myanmar",2020-06-06,240,4,6,54410000,0.4,0,"Lower middle income","Asia","South-eastern Asia"
"NAM","Namibia",2020-06-06,29,4,0,2541000,1.1,0,"Upper middle income","Africa","Southern Africa"
"NPL","Nepal",2020-06-06,3235,323,13,29137000,11.1,0,"Low income","Asia","Southern Asia"
"NLD","Netherlands",2020-06-06,47541,183,6030,17135000,277.4,35.2,"High income","Europe","Western Europe"
"NZL","New Zealand",2020-06-06,1504,0,22,4822000,31.2,0.5,"High income","Oceania","Australia and New Zealand"
"NIC","Nicaragua",2020-06-06,1118,0,46,6625000,16.9,0.7,"Lower middle income","North America","Central America"
"NER","Niger",2020-06-06,970,4,65,24207000,4,0.3,"Low income","Africa","Western Africa"
"NGA","Nigeria",2020-06-06,12233,389,342,206140000,5.9,0.2,"Lower middle income","Africa","Western Africa"
"MKD","North Macedonia",2020-06-06,2915,125,151,2083000,139.9,7.2,"Upper middle income","Europe","Southern Europe"
"NOR","Norway",2020-06-06,8531,9,238,5421000,157.4,4.4,"High income","Europe","Northern Europe"
"PSE","Occupied Palestinian Territory",2020-06-06,464,0,3,5101000,9.1,0.1,"Lower middle income","Asia","Western Asia"
"OMN","Oman",2020-06-06,16016,930,72,5107000,313.6,1.4,"High income","Asia","Western Asia"
"PAK","Pakistan",2020-06-06,98943,4960,2002,220892000,44.8,0.9,"Lower middle income","Asia","Southern Asia"
"PAN","Panama",2020-06-06,16004,541,386,4315000,370.9,8.9,"High income","North America","Central America"
"PNG","Papua New Guinea",2020-06-06,8,0,0,8947000,0.1,0,"Lower middle income","Oceania","Melanesia"
"PRY","Paraguay",2020-06-06,1090,3,11,7133000,15.3,0.2,"Upper middle income","South America","South America"
"PER","Peru",2020-06-06,191758,4358,5301,32972000,581.6,16.1,"Upper middle income","South America","South America"
"PHL","Philippines",2020-06-06,21340,714,994,109581000,19.5,0.9,"Lower middle income","Asia","South-eastern Asia"
"POL","Poland",2020-06-06,25986,576,1153,37847000,68.7,3,"High income","Europe","Eastern Europe"
"PRT","Portugal",2020-06-06,34351,382,1474,10197000,336.9,14.5,"High income","Europe","Southern Europe"
"QAT","Qatar",2020-06-06,67195,1700,51,2881000,2332.3,1.8,"High income","Asia","Western Asia"
"KOR","Republic of Korea",2020-06-06,11776,57,273,51269000,23,0.5,"High income","Asia","Eastern Asia"
"MDA","Republic of Moldova",2020-06-06,9511,264,331,4034000,235.8,8.2,"Lower middle income","Europe","Eastern Europe"
"COG","Republic of the Congo",2020-06-06,683,48,22,5518000,12.4,0.4,"Lower middle income","Africa","Middle Africa"
"ROU","Romania",2020-06-06,20290,187,1322,19238000,105.5,6.9,"Upper middle income","Europe","Eastern Europe"
"RUS","Russia",2020-06-06,458102,8846,5717,145934000,313.9,3.9,"Upper middle income","Europe","Eastern Europe"
"RWA","Rwanda",2020-06-06,431,11,2,12952000,3.3,0,"Low income","Africa","Eastern Africa"
"KNA","Saint Kitts and Nevis",2020-06-06,15,0,0,53000,28.3,0,"High income","North America","Caribbean"
"LCA","Saint Lucia",2020-06-06,19,0,0,184000,10.3,0,"Upper middle income","North America","Caribbean"
"VCT","Saint Vincent and the Grenadines",2020-06-06,26,0,0,111000,23.4,0,"Upper middle income","North America","Caribbean"
"SMR","San Marino",2020-06-06,680,0,42,34000,2000,123.5,"High income","Europe","Southern Europe"
"STP","Sao Tome and Principe",2020-06-06,499,0,12,219000,227.9,5.5,"Lower middle income","Africa","Middle Africa"
"SAU","Saudi Arabia",2020-06-06,98869,3121,676,34814000,284,1.9,"High income","Asia","Western Asia"
"SEN","Senegal",2020-06-06,4249,94,47,16744000,25.4,0.3,"Lower middle income","Africa","Western Africa"
"SRB","Serbia",2020-06-06,11741,74,248,8737000,134.4,2.8,"Upper middle income","Europe","Southern Europe"
"SYC","Seychelles",2020-06-06,11,0,0,98000,11.2,0,"High income","Africa","Eastern Africa"
"SLE","Sierra Leone",2020-06-06,946,17,48,7977000,11.9,0.6,"Low income","Africa","Western Africa"
"SGP","Singapore",2020-06-06,37527,344,25,5850000,641.5,0.4,"High income","Asia","South-eastern Asia"
"SVK","Slovakia",2020-06-06,1528,2,28,5460000,28,0.5,"High income","Europe","Eastern Europe"
"SVN","Slovenia",2020-06-06,1484,5,109,2079000,71.4,5.2,"High income","Europe","Southern Europe"
"SOM","Somalia",2020-06-06,2289,85,82,15893000,14.4,0.5,"Low income","Africa","Eastern Africa"
"ZAF","South Africa",2020-06-06,45973,2539,952,59309000,77.5,1.6,"Upper middle income","Africa","Southern Africa"
"SSD","South Sudan",2020-06-06,994,0,10,8260490,12,0.1,"Low income","Africa","Eastern Africa"
"ESP","Spain",2020-06-06,241310,332,27135,46755000,516.1,58,"High income","Europe","Southern Europe"
"LKA","Sri Lanka",2020-06-06,1814,13,11,21413000,8.5,0.1,"Upper middle income","Asia","Southern Asia"
"SDN","Sudan",2020-06-06,6081,216,359,43849000,13.9,0.8,"Lower middle income","Africa","Northern Africa"
"SUR","Suriname",2020-06-06,100,10,1,587000,17,0.2,"Upper middle income","South America","South America"
"SWE","Sweden",2020-06-06,43887,948,4656,10099000,434.6,46.1,"High income","Europe","Northern Europe"
"CHE","Switzerland",2020-06-06,30956,20,1921,8655000,357.7,22.2,"High income","Europe","Western Europe"
"SYR","Syrian Arab Republic",2020-06-06,125,1,6,17501000,0.7,0,"Low income","Asia","Western Asia"
"TWN","Taiwan",2020-06-06,443,0,7,23817000,1.9,0,"High income","Asia","Eastern Asia"
"TJK","Tajikistan",2020-06-06,4453,83,48,9538000,46.7,0.5,"Low income","Asia","Central Asia"
"THA","Thailand",2020-06-06,3104,2,58,69800000,4.4,0.1,"Upper middle income","Asia","South-eastern Asia"
"BHS","The Bahamas",2020-06-06,103,1,11,393000,26.2,2.8,"High income","North America","Caribbean"
"GMB","The Gambia",2020-06-06,26,0,1,2417000,1.1,0,"Low income","Africa","Western Africa"
"TLS","Timor-Leste",2020-06-06,24,0,0,1318000,1.8,0,"Lower middle income","Asia","South-eastern Asia"
"TGO","Togo",2020-06-06,487,2,13,8279000,5.9,0.2,"Low income","Africa","Western Africa"
"TTO","Trinidad and Tobago",2020-06-06,117,0,8,1399000,8.4,0.6,"High income","North America","Caribbean"
"TUN","Tunisia",2020-06-06,1087,0,49,11819000,9.2,0.4,"Lower middle income","Africa","Northern Africa"
"TUR","Turkey",2020-06-06,169218,878,4669,84339000,200.6,5.5,"Upper middle income","Asia","Western Asia"
"UGA","Uganda",2020-06-06,593,36,0,45741000,1.3,0,"Low income","Africa","Eastern Africa"
"GBR","UK",2020-06-06,264944,794,40637,67886000,390.3,59.9,"High income","Europe","Northern Europe"
"UKR","Ukraine",2020-06-06,27101,559,785,43734000,62,1.8,"Lower middle income","Europe","Eastern Europe"
"ARE","United Arab Emirates",2020-06-06,38268,626,275,9890000,386.9,2.8,"High income","Asia","Western Asia"
"TZA","United Republic of Tanzania",2020-06-06,509,0,21,59734000,0.9,0,"Low income","Africa","Eastern Africa"
"URY","Uruguay",2020-06-06,845,11,23,3474000,24.3,0.7,"High income","South America","South America"
"USA","USA",2020-06-06,1926639,22732,110818,331003000,582.1,33.5,"High income","North America","Northern America"
"UZB","Uzbekistan",2020-06-06,4094,87,17,33469000,12.2,0.1,"Lower middle income","Asia","Central Asia"
"VEN","Venezuela",2020-06-06,2316,171,22,28436000,8.1,0.1,"Upper middle income","South America","South America"
"VNM","Vietnam",2020-06-06,329,1,0,97339000,0.3,0,"Lower middle income","Asia","South-eastern Asia"
"ESH","Western Sahara",2020-06-06,9,0,1,597000,1.5,0.2,NA,"Africa","Northern Africa"
"YEM","Yemen",2020-06-06,482,13,111,29826000,1.6,0.4,"Low income","Asia","Western Asia"
"ZMB","Zambia",2020-06-06,1089,0,7,18384000,5.9,0,"Lower middle income","Africa","Eastern Africa"
"ZWE","Zimbabwe",2020-06-06,279,14,4,14863000,1.9,0,"Lower middle income","Africa","Eastern Africa"
"AFG","Afghanistan",2020-06-07,20342,791,357,38928000,52.3,0.9,"Low income","Asia","Southern Asia"
"ALB","Albania",2020-06-07,1246,14,34,2878000,43.3,1.2,"Upper middle income","Europe","Southern Europe"
"DZA","Algeria",2020-06-07,10154,104,707,43851000,23.2,1.6,"Upper middle income","Africa","Northern Africa"
"AND","Andorra",2020-06-07,852,0,51,77000,1106.5,66.2,"High income","Europe","Southern Europe"
"AGO","Angola",2020-06-07,91,3,4,32866000,0.3,0,"Lower middle income","Africa","Middle Africa"
"ATG","Antigua and Barbuda",2020-06-07,26,0,3,98000,26.5,3.1,"High income","North America","Caribbean"
"ARG","Argentina",2020-06-07,22794,774,664,45196000,50.4,1.5,"Upper middle income","South America","South America"
"ARM","Armenia",2020-06-07,13130,766,200,2963000,443.1,6.7,"Upper middle income","Asia","Western Asia"
"AUS","Australia",2020-06-07,7265,6,102,25500000,28.5,0.4,"High income","Oceania","Australia and New Zealand"
"AUT","Austria",2020-06-07,16902,4,672,9006000,187.7,7.5,"High income","Europe","Western Europe"
"AZE","Azerbaijan",2020-06-07,7553,314,88,10139000,74.5,0.9,"Upper middle income","Asia","Western Asia"
"BHR","Bahrain",2020-06-07,14763,380,26,1702000,867.4,1.5,"High income","Asia","Western Asia"
"BGD","Bangladesh",2020-06-07,65769,2743,888,164689000,39.9,0.5,"Lower middle income","Asia","Southern Asia"
"BRB","Barbados",2020-06-07,92,0,7,287000,32.1,2.4,"High income","North America","Caribbean"
"BLR","Belarus",2020-06-07,48630,879,269,9449000,514.7,2.8,"Upper middle income","Europe","Eastern Europe"
"BEL","Belgium",2020-06-07,59226,154,9595,11590000,511,82.8,"High income","Europe","Western Europe"
"BLZ","Belize",2020-06-07,19,0,2,398000,4.8,0.5,"Upper middle income","North America","Central America"
"BEN","Benin",2020-06-07,261,0,3,12123000,2.2,0,"Low income","Africa","Western Africa"
"BTN","Bhutan",2020-06-07,59,11,0,772000,7.6,0,"Lower middle income","Asia","Southern Asia"
"BOL","Bolivia",2020-06-07,13643,285,465,11673000,116.9,4,"Lower middle income","South America","South America"
"BIH","Bosnia and Herzegovina",2020-06-07,2606,0,159,3281000,79.4,4.8,"Upper middle income","Europe","Southern Europe"
"BWA","Botswana",2020-06-07,40,0,1,2352000,1.7,0,"Upper middle income","Africa","Southern Africa"
"BRA","Brazil",2020-06-07,691758,18912,36455,212559000,325.4,17.2,"Upper middle income","South America","South America"
"BRN","Brunei",2020-06-07,141,0,2,437000,32.3,0.5,"High income","Asia","South-eastern Asia"
"BGR","Bulgaria",2020-06-07,2727,16,160,6948000,39.2,2.3,"Upper middle income","Europe","Eastern Europe"
"BFA","Burkina Faso",2020-06-07,889,1,53,20903000,4.3,0.3,"Low income","Africa","Western Africa"
"BDI","Burundi",2020-06-07,83,0,1,11891000,0.7,0,"Low income","Africa","Eastern Africa"
"KHM","Cambodia",2020-06-07,126,1,0,16719000,0.8,0,"Lower middle income","Asia","South-eastern Asia"
"CMR","Cameroon",2020-06-07,7908,309,212,26546000,29.8,0.8,"Lower middle income","Africa","Middle Africa"
"CAN","Canada",2020-06-07,97178,703,7877,37742000,257.5,20.9,"High income","North America","Northern America"
"CPV","Cape Verde",2020-06-07,554,12,5,556000,99.6,0.9,"Lower middle income","Africa","Western Africa"
"CAF","Central African Republic",2020-06-07,1634,64,5,4830000,33.8,0.1,"Low income","Africa","Middle Africa"
"TCD","Chad",2020-06-07,837,1,69,16426000,5.1,0.4,"Low income","Africa","Middle Africa"
"CHL","Chile",2020-06-07,134150,6405,1637,19116000,701.8,8.6,"High income","South America","South America"
"COL","Colombia",2020-06-07,39236,1209,1259,50883000,77.1,2.5,"Upper middle income","South America","South America"
"COM","Comoros",2020-06-07,141,0,2,870000,16.2,0.2,"Lower middle income","Africa","Eastern Africa"
"CRI","Costa Rica",2020-06-07,1318,55,10,5094000,25.9,0.2,"Upper middle income","North America","Central America"
"CIV","Cote d'Ivoire",2020-06-07,3739,182,36,26378000,14.2,0.1,"Lower middle income","Africa","Western Africa"
"HRV","Croatia",2020-06-07,2247,0,104,4105000,54.7,2.5,"High income","Europe","Southern Europe"
"CUB","Cuba",2020-06-07,2191,18,83,11327000,19.3,0.7,"Upper middle income","North America","Caribbean"
"CYP","Cyprus",2020-06-07,964,4,18,1207000,79.9,1.5,"High income","Asia","Western Asia"
"CZE","Czech Republic",2020-06-07,9628,61,327,10709000,89.9,3.1,"High income","Europe","Eastern Europe"
"COD","Democratic Republic of the Congo",2020-06-07,4016,138,85,89561000,4.5,0.1,"Low income","Africa","Middle Africa"
"DNK","Denmark",2020-06-07,12148,24,589,5792000,209.7,10.2,"High income","Europe","Northern Europe"
NA,"Diamond Princess Cruise Ship",2020-06-07,712,0,13,NA,NA,NA,NA,NA,NA
"DJI","Djibouti",2020-06-07,4207,38,28,988000,425.8,2.8,"Lower middle income","Africa","Eastern Africa"
"DMA","Dominica",2020-06-07,18,0,0,72000,25,0,"Upper middle income","North America","Caribbean"
"DOM","Dominican Republic",2020-06-07,19600,405,538,10848000,180.7,5,"Upper middle income","North America","Caribbean"
"ECU","Ecuador",2020-06-07,43120,392,3621,17643000,244.4,20.5,"Upper middle income","South America","South America"
"EGY","Egypt",2020-06-07,34079,1467,1237,102334000,33.3,1.2,"Lower middle income","Africa","Northern Africa"
"SLV","El Salvador",2020-06-07,3015,81,53,6486000,46.5,0.8,"Lower middle income","North America","Central America"
"GNQ","Equatorial Guinea",2020-06-07,1306,0,12,1403000,93.1,0.9,"Upper middle income","Africa","Middle Africa"
"ERI","Eritrea",2020-06-07,39,0,0,3546000,1.1,0,"Low income","Africa","Eastern Africa"
"EST","Estonia",2020-06-07,1939,8,69,1327000,146.1,5.2,"High income","Europe","Northern Europe"
"SWZ","Eswatini",2020-06-07,333,11,3,1160000,28.7,0.3,"Lower middle income","Africa","Southern Africa"
"ETH","Ethiopia",2020-06-07,2020,86,27,114964000,1.8,0,"Low income","Africa","Eastern Africa"
"FJI","Fiji",2020-06-07,18,0,0,896000,2,0,"Upper middle income","Oceania","Melanesia"
"FIN","Finland",2020-06-07,6981,17,323,5541000,126,5.8,"High income","Europe","Northern Europe"
"FRA","France",2020-06-07,191234,343,29158,65274000,293,44.7,"High income","Europe","Western Europe"
"GAB","Gabon",2020-06-07,3101,0,21,2226000,139.3,0.9,"Upper middle income","Africa","Middle Africa"
"GEO","Georgia",2020-06-07,809,1,13,3989000,20.3,0.3,"Upper middle income","Asia","Western Asia"
